q4,q4h,q6,q6h,label
0.251002,0.154485,0.583176,0.50862, fcc
0.13916,0.136148,0.500513,0.481925, fcc
0.139043,0.181656,0.541718,0.491588, fcc
0.144115,0.134858,0.556858,0.531306, fcc
0.092459,0.01752,0.414011,0.13008, liq
0.129383,0.021923,0.348116,0.14276, liq
0.118881,0.033764,0.452189,0.167495, liq
0.067359,0.042773,0.386271,0.168205, liq
0.203474,0.161902,0.457116,0.518572, fcc
0.089609,0.037323,0.339467,0.138536, liq
0.111978,0.041987,0.350841,0.182054, liq
0.145392,0.043511,0.248144,0.197743, liq
0.155044,0.143348,0.563248,0.471741, fcc
0.134726,0.152533,0.549016,0.460486, fcc
0.140881,0.150436,0.536423,0.489938, fcc
0.130591,0.019486,0.230258,0.197502, liq
0.087102,0.035904,0.426272,0.20313, liq
0.111868,0.03061,0.304768,0.143597, liq
0.091652,0.027022,0.484737,0.217158, liq
0.087557,0.03315,0.318395,0.129888, liq
0.211304,0.185508,0.546039,0.505806, fcc
0.183389,0.147033,0.506603,0.481756, fcc
0.199802,0.162412,0.5597,0.49557, fcc
0.177572,0.148725,0.530913,0.483095, fcc
0.182817,0.167395,0.473117,0.490274, fcc
0.099829,0.034303,0.2758,0.160381, liq
0.171693,0.154298,0.482921,0.488268, fcc
0.196605,0.158473,0.449116,0.497117, fcc
0.138453,0.048698,0.3648,0.211742, liq
0.126916,0.153282,0.475835,0.469692, fcc
0.143213,0.020177,0.330808,0.24767, liq
0.201518,0.16448,0.55974,0.481545, fcc
0.139205,0.024565,0.453534,0.168915, liq
0.183527,0.167681,0.529198,0.496637, fcc
0.151341,0.177032,0.549192,0.500315, fcc
0.093261,0.027744,0.361529,0.179584, liq
0.121801,0.140956,0.472778,0.501124, fcc
0.023065,0.037469,0.36608,0.10925, liq
0.158726,0.16594,0.463627,0.512926, fcc
0.164243,0.151419,0.600155,0.512236, fcc
0.118816,0.047279,0.324439,0.179443, liq
0.097653,0.029366,0.38911,0.124254, liq
0.153595,0.152846,0.469432,0.500846, fcc
0.143988,0.027233,0.321712,0.102303, liq
0.089801,0.023786,0.364287,0.138722, liq
0.119892,0.139533,0.507719,0.512384, fcc
0.153611,0.182419,0.457802,0.454056, fcc
0.200162,0.149022,0.528111,0.509479, fcc
0.153917,0.154787,0.453488,0.508438, fcc
0.100657,0.027345,0.362271,0.17162, liq
0.150867,0.147691,0.552404,0.496432, fcc
0.150962,0.17269,0.535428,0.465041, fcc
0.177964,0.163958,0.498821,0.472338, fcc
0.085877,0.032812,0.314605,0.176677, liq
0.126768,0.028798,0.418484,0.139983, liq
0.132896,0.164498,0.53258,0.501749, fcc
0.075109,0.040591,0.380212,0.152891, liq
0.143038,0.167608,0.505541,0.528176, fcc
0.167849,0.177782,0.544701,0.497333, fcc
0.145294,0.157683,0.522728,0.471775, fcc
0.149354,0.188106,0.464608,0.477759, fcc
0.100815,0.026408,0.430041,0.148626, liq
0.179118,0.027789,0.451904,0.200987, liq
0.171742,0.174034,0.4637,0.468027, fcc
0.181246,0.174997,0.584865,0.475479, fcc
0.133562,0.163102,0.532749,0.461938, fcc
0.062341,0.022493,0.275733,0.222576, liq
0.030421,0.01293,0.41131,0.119992, liq
0.184617,0.160786,0.454482,0.483574, fcc
0.135656,0.032446,0.242288,0.15578, liq
0.127319,0.176497,0.486518,0.482776, fcc
0.052047,0.033604,0.22439,0.11458, liq
0.143779,0.034106,0.237085,0.146686, liq
0.151004,0.172553,0.469268,0.498937, fcc
0.165582,0.048515,0.229637,0.136168, liq
0.114621,0.029511,0.372124,0.149453, liq
0.058775,0.025568,0.305261,0.234603, liq
0.145835,0.173549,0.472291,0.485454, fcc
0.129351,0.029275,0.255711,0.154077, liq
0.05328,0.023933,0.393038,0.0767, liq
0.204741,0.159964,0.53599,0.509549, fcc
0.132002,0.033453,0.340735,0.145592, liq
0.072641,0.026495,0.453583,0.172904, liq
0.151174,0.161578,0.493441,0.469169, fcc
0.144438,0.155765,0.474498,0.474145, fcc
0.098015,0.140793,0.548586,0.50001, fcc
0.162586,0.188097,0.537391,0.477074, fcc
0.162861,0.158958,0.483071,0.527352, fcc
0.1301,0.165603,0.507538,0.478696, fcc
0.112024,0.043305,0.343131,0.191783, liq
0.195224,0.167895,0.424671,0.495926, fcc
0.138262,0.151322,0.462875,0.517261, fcc
0.086479,0.032036,0.419538,0.180882, liq
0.139764,0.029343,0.368443,0.148167, liq
0.111076,0.036884,0.405886,0.21799, liq
0.146354,0.169565,0.471326,0.489852, fcc
0.142125,0.16452,0.469939,0.537417, fcc
0.118982,0.039976,0.357454,0.186423, liq
0.089775,0.043074,0.397717,0.117791, liq
0.082542,0.022526,0.385902,0.159174, liq
0.197239,0.173462,0.435097,0.478512, fcc
0.102072,0.042775,0.37895,0.21319, liq
0.139441,0.023316,0.237146,0.106411, liq
0.149738,0.17472,0.526724,0.472468, fcc
0.150984,0.023681,0.479169,0.158547, liq
0.169266,0.163371,0.491145,0.493487, fcc
0.206546,0.180283,0.418508,0.489613, fcc
0.090346,0.041254,0.433416,0.144291, liq
0.203854,0.152621,0.550977,0.494208, fcc
0.174519,0.034431,0.341604,0.200018, liq
0.077731,0.01608,0.300581,0.163459, liq
0.183151,0.177327,0.513523,0.509486, fcc
0.115027,0.153191,0.522905,0.482474, fcc
0.172042,0.159444,0.438298,0.513444, fcc
0.166857,0.16997,0.529969,0.47603, fcc
0.167292,0.153735,0.553651,0.465406, fcc
0.068669,0.030836,0.492254,0.211085, liq
0.165544,0.028497,0.311804,0.222473, liq
0.098659,0.028693,0.252697,0.103149, liq
0.074923,0.022875,0.265062,0.204589, liq
0.087581,0.019877,0.37266,0.142111, liq
0.14106,0.029856,0.269884,0.199005, liq
0.096706,0.036371,0.473634,0.195015, liq
0.087641,0.042993,0.44448,0.155327, liq
0.084164,0.02447,0.338528,0.186785, liq
0.164718,0.152154,0.554068,0.472455, fcc
0.109188,0.043682,0.305668,0.154308, liq
0.106717,0.017567,0.351321,0.147835, liq
0.122783,0.028269,0.45501,0.179748, liq
0.118647,0.122651,0.531498,0.518415, fcc
0.169843,0.032934,0.267376,0.184101, liq
0.174751,0.019017,0.260502,0.163908, liq
0.112485,0.030062,0.419329,0.131124, liq
0.166943,0.159023,0.510907,0.506154, fcc
0.099974,0.022048,0.293853,0.140685, liq
0.110236,0.153765,0.506487,0.509293, fcc
0.134403,0.028491,0.305215,0.172217, liq
0.166473,0.030921,0.33181,0.148354, liq
0.069743,0.024432,0.410349,0.114956, liq
0.087848,0.028043,0.289417,0.091489, liq
0.179392,0.131842,0.502099,0.491981, fcc
0.187635,0.16401,0.458964,0.469625, fcc
0.17053,0.143242,0.488582,0.484936, fcc
0.164573,0.178198,0.43087,0.465374, fcc
0.121885,0.152467,0.516417,0.490428, fcc
0.145434,0.157354,0.509918,0.504353, fcc
0.11466,0.045755,0.412782,0.164415, liq
0.146895,0.140302,0.594482,0.482872, fcc
0.071071,0.026937,0.390079,0.20933, liq
0.113488,0.024492,0.315078,0.13052, liq
0.168106,0.018788,0.325819,0.192561, liq
0.166291,0.034227,0.355491,0.228214, liq
0.10931,0.159586,0.540736,0.528408, fcc
0.172264,0.165778,0.521125,0.484824, fcc
0.159459,0.032668,0.36769,0.178916, liq
0.116072,0.043258,0.336353,0.184137, liq
0.109626,0.022324,0.345341,0.145926, liq
0.14848,0.187751,0.532967,0.484595, fcc
0.108371,0.039476,0.366038,0.207922, liq
0.090154,0.026157,0.470181,0.12734, liq
0.134575,0.157601,0.558685,0.476603, fcc
0.16076,0.169605,0.476957,0.504368, fcc
0.113089,0.02362,0.330933,0.162029, liq
0.078358,0.031485,0.373122,0.205358, liq
0.082917,0.037562,0.415366,0.205887, liq
0.191358,0.159033,0.504235,0.481438, fcc
0.155733,0.179597,0.560767,0.505282, fcc
0.167077,0.185111,0.55294,0.488097, fcc
0.226794,0.176145,0.485982,0.47248, fcc
0.104001,0.172005,0.550924,0.511096, fcc
0.14137,0.038434,0.277013,0.129256, liq
0.139479,0.145688,0.497108,0.469991, fcc
0.154028,0.165355,0.560686,0.496631, fcc
0.154118,0.163984,0.536839,0.485146, fcc
0.127655,0.028437,0.383251,0.067938, liq
0.146115,0.158119,0.500229,0.486256, fcc
0.188352,0.159519,0.496505,0.471945, fcc
0.176595,0.155226,0.504566,0.45378, fcc
0.183497,0.15368,0.552064,0.482822, fcc
0.106559,0.016298,0.443702,0.20485, liq
0.133123,0.020602,0.321402,0.075438, liq
0.080221,0.024533,0.361746,0.187855, liq
0.08859,0.038565,0.433664,0.167142, liq
0.125692,0.153494,0.571183,0.513696, fcc
0.149042,0.17604,0.4933,0.495735, fcc
0.20558,0.150359,0.539583,0.473309, fcc
0.188431,0.165566,0.500919,0.486544, fcc
0.181024,0.147267,0.575506,0.510026, fcc
0.171065,0.158374,0.509475,0.429378, fcc
0.060226,0.050548,0.238341,0.197541, liq
0.142671,0.034005,0.370676,0.188457, liq
0.208349,0.184536,0.527095,0.46612, fcc
0.197484,0.163064,0.475284,0.51051, fcc
0.116267,0.021676,0.224969,0.117419, liq
0.16165,0.017213,0.443018,0.153549, liq
0.092637,0.026376,0.518087,0.201489, liq
0.092188,0.028269,0.292608,0.134835, liq
0.133174,0.036787,0.340235,0.105038, liq
0.176744,0.040571,0.35228,0.176266, liq
0.16933,0.150256,0.503661,0.471853, fcc
0.12093,0.014123,0.346508,0.107724, liq
0.203685,0.149684,0.530499,0.471964, fcc
0.08844,0.030074,0.354929,0.202472, liq
0.132797,0.030204,0.295172,0.13845, liq
0.053634,0.022314,0.435673,0.188021, liq
0.193659,0.145121,0.501653,0.508771, fcc
0.106825,0.030988,0.414496,0.196885, liq
0.082343,0.015972,0.306456,0.13983, liq
0.133341,0.03286,0.291264,0.208787, liq
0.217808,0.160517,0.429448,0.501418, fcc
0.163895,0.129161,0.481611,0.482373, fcc
0.09733,0.029263,0.345593,0.223883, liq
0.172659,0.152478,0.481212,0.495102, fcc
0.161433,0.032135,0.453052,0.229155, liq
0.201532,0.166701,0.546515,0.451401, fcc
0.112242,0.044579,0.481488,0.145692, liq
0.141592,0.042494,0.389659,0.120734, liq
0.122955,0.025997,0.35507,0.103799, liq
0.223192,0.164933,0.492208,0.514378, fcc
0.112855,0.035261,0.263488,0.196198, liq
0.150389,0.01089,0.364767,0.157038, liq
0.107657,0.040899,0.380342,0.201788, liq
0.130867,0.148143,0.549415,0.49262, fcc
0.111826,0.022829,0.430529,0.127358, liq
0.166137,0.139937,0.51513,0.46239, fcc
0.130904,0.017931,0.342718,0.14968, liq
0.115973,0.034412,0.336542,0.124585, liq
0.096494,0.039397,0.350242,0.176929, liq
0.188086,0.176448,0.570262,0.462859, fcc
0.182506,0.166253,0.523011,0.494589, fcc
0.189682,0.152951,0.546699,0.53179, fcc
0.08495,0.013544,0.325541,0.111244, liq
0.110311,0.032594,0.260356,0.070501, liq
0.111279,0.018614,0.479894,0.17608, liq
0.126997,0.024575,0.40593,0.172993, liq
0.142837,0.166723,0.521331,0.488727, fcc
0.101459,0.147283,0.573674,0.471354, fcc
0.139659,0.02206,0.271268,0.195548, liq
0.181623,0.142747,0.492894,0.484026, fcc
0.204176,0.175778,0.497909,0.497119, fcc
0.196255,0.165323,0.48983,0.482283, fcc
0.150895,0.164401,0.507502,0.468815, fcc
0.19238,0.139787,0.425809,0.47648, fcc
0.062107,0.020933,0.461138,0.153574, liq
0.083017,0.033569,0.284017,0.163662, liq
0.155771,0.028081,0.303846,0.179843, liq
0.089045,0.025232,0.404853,0.138735, liq
0.101838,0.038984,0.250552,0.102673, liq
0.11296,0.024373,0.425214,0.14873, liq
0.18514,0.190612,0.522521,0.498595, fcc
0.176109,0.164338,0.539665,0.494636, fcc
0.158277,0.158683,0.492112,0.509542, fcc
0.178045,0.136886,0.49446,0.493628, fcc
0.18155,0.176095,0.506005,0.481627, fcc
0.120412,0.026121,0.505336,0.133635, liq
0.128589,0.031765,0.326004,0.168399, liq
0.132062,0.017072,0.297894,0.130705, liq
0.086594,0.045423,0.278366,0.137155, liq
0.071097,0.020712,0.292817,0.109814, liq
0.159472,0.143901,0.529634,0.50862, fcc
0.121968,0.02981,0.353871,0.100704, liq
0.194156,0.155856,0.528819,0.480766, fcc
0.075218,0.042891,0.31611,0.117852, liq
0.069196,0.02375,0.234132,0.216665, liq
0.116613,0.032869,0.426054,0.117421, liq
0.148614,0.177583,0.47456,0.486344, fcc
0.133148,0.155232,0.467807,0.479215, fcc
0.057566,0.013488,0.298399,0.215317, liq
0.170933,0.129522,0.530205,0.480907, fcc
0.171471,0.176417,0.536813,0.465273, fcc
0.141227,0.153952,0.534248,0.501219, fcc
0.089754,0.038273,0.440049,0.139955, liq
0.222947,0.141955,0.58464,0.490458, fcc
0.167923,0.161769,0.548279,0.481532, fcc
0.075564,0.033939,0.365777,0.12006, liq
0.173785,0.151198,0.488061,0.481741, fcc
0.231186,0.173392,0.478871,0.508827, fcc
0.140791,0.026749,0.306616,0.152799, liq
0.128747,0.036448,0.320011,0.199774, liq
0.172858,0.154461,0.493353,0.474096, fcc
0.136501,0.189404,0.475321,0.524137, fcc
0.185846,0.128963,0.461984,0.507174, fcc
0.114823,0.144723,0.439988,0.511314, fcc
0.159829,0.042849,0.43266,0.211751, liq
0.153238,0.147202,0.557241,0.490559, fcc
0.151932,0.140484,0.534902,0.502025, fcc
0.204742,0.143027,0.609305,0.471257, fcc
0.125013,0.038139,0.317786,0.164421, liq
0.093288,0.038906,0.28082,0.110424, liq
0.114369,0.028498,0.380127,0.165337, liq
0.088124,0.04459,0.371402,0.194189, liq
0.079941,0.026882,0.275293,0.108843, liq
0.080026,0.024748,0.273323,0.167893, liq
0.217276,0.178897,0.531174,0.513765, fcc
0.172334,0.023486,0.475545,0.212698, liq
0.130526,0.171969,0.447042,0.510853, fcc
0.111796,0.032403,0.265659,0.230069, liq
0.231339,0.177789,0.557818,0.54044, fcc
0.16524,0.036522,0.39099,0.178599, liq
0.137884,0.042072,0.424667,0.123865, liq
0.12284,0.041669,0.237524,0.140843, liq
0.108046,0.035317,0.398597,0.164166, liq
0.198114,0.163145,0.430292,0.481165, fcc
0.133366,0.143401,0.53199,0.485263, fcc
0.136467,0.03465,0.359043,0.191372, liq
0.171515,0.155279,0.492135,0.497207, fcc
0.169433,0.139355,0.531663,0.474026, fcc
0.126853,0.015157,0.230634,0.173253, liq
0.210863,0.155014,0.47194,0.487307, fcc
0.172909,0.184399,0.588264,0.506857, fcc
0.215973,0.162115,0.534408,0.530938, fcc
0.198759,0.138395,0.532158,0.509548, fcc
0.149111,0.024575,0.319175,0.161882, liq
0.108682,0.041953,0.393474,0.156261, liq
0.135665,0.034106,0.362617,0.142101, liq
0.186779,0.145567,0.500353,0.505431, fcc
0.101974,0.032313,0.461129,0.148064, liq
0.234666,0.140298,0.585239,0.524168, fcc
0.171784,0.18286,0.554251,0.477739, fcc
0.173029,0.147138,0.57533,0.458578, fcc
0.048149,0.036742,0.489122,0.191708, liq
0.101992,0.030966,0.428137,0.194282, liq
0.121542,0.031846,0.378478,0.220752, liq
0.217434,0.178937,0.428236,0.51621, fcc
0.149767,0.158656,0.458581,0.46316, fcc
0.100352,0.029819,0.33438,0.138635, liq
0.196185,0.156315,0.5445,0.518959, fcc
0.151525,0.038055,0.337083,0.159649, liq
0.101979,0.027609,0.349231,0.202633, liq
0.197495,0.160935,0.547909,0.474482, fcc
0.185499,0.143464,0.474415,0.492953, fcc
0.070366,0.021713,0.35361,0.149648, liq
0.102616,0.025244,0.266289,0.165318, liq
0.067098,0.017073,0.365545,0.084727, liq
0.070268,0.014574,0.355864,0.167914, liq
0.149652,0.132651,0.56924,0.520214, fcc
0.107349,0.039869,0.413408,0.175506, liq
0.166057,0.159932,0.563437,0.520633, fcc
0.142676,0.037326,0.291478,0.115559, liq
0.133021,0.156121,0.459381,0.472521, fcc
0.078744,0.024025,0.287713,0.183583, liq
0.184775,0.15452,0.512145,0.537433, fcc
0.178389,0.165572,0.50904,0.469255, fcc
0.126834,0.176039,0.461751,0.459696, fcc
0.104641,0.037004,0.312082,0.205076, liq
0.164879,0.134829,0.51067,0.480183, fcc
0.092319,0.028703,0.254711,0.172849, liq
0.1468,0.031077,0.496842,0.138822, liq
0.107787,0.041802,0.516306,0.192955, liq
0.14113,0.032206,0.346105,0.223968, liq
0.216899,0.173826,0.465607,0.519941, fcc
0.104099,0.189669,0.541679,0.460266, fcc
0.215577,0.038061,0.507477,0.176611, liq
0.103258,0.020709,0.343168,0.166099, liq
0.1707,0.159716,0.518164,0.459015, fcc
0.130074,0.171174,0.521567,0.499895, fcc
0.112385,0.143384,0.534672,0.494729, fcc
0.130355,0.013949,0.402839,0.109236, liq
0.090837,0.018957,0.440386,0.180758, liq
0.138646,0.157451,0.51447,0.461245, fcc
0.180641,0.131208,0.539763,0.426567, fcc
0.166426,0.160734,0.526676,0.484189, fcc
0.114429,0.0352,0.353551,0.148625, liq
0.113825,0.03741,0.401142,0.158085, liq
0.184168,0.158234,0.604057,0.508025, fcc
0.078507,0.05469,0.439765,0.184661, liq
0.095418,0.03369,0.386867,0.12582, liq
0.174892,0.150872,0.388407,0.488091, fcc
0.106217,0.042829,0.374392,0.168594, liq
0.149221,0.016431,0.409677,0.201096, liq
0.099243,0.023496,0.313354,0.159843, liq
0.111279,0.033577,0.407955,0.149678, liq
0.146943,0.173086,0.51646,0.479259, fcc
0.158779,0.159266,0.531349,0.52107, fcc
0.171915,0.154572,0.498502,0.492773, fcc
0.063467,0.030932,0.412935,0.185636, liq
0.165357,0.132741,0.437072,0.474813, fcc
0.138814,0.149075,0.51964,0.509168, fcc
0.188907,0.149561,0.467957,0.49831, fcc
0.156439,0.175182,0.513271,0.49022, fcc
0.188912,0.164415,0.495626,0.496078, fcc
0.19925,0.183251,0.484035,0.468312, fcc
0.239839,0.168465,0.458549,0.501033, fcc
0.160242,0.028401,0.42402,0.155974, liq
0.128388,0.139731,0.455971,0.497505, fcc
0.186712,0.153477,0.5236,0.469926, fcc
0.177448,0.156802,0.50233,0.54853, fcc
0.137386,0.164696,0.504977,0.475185, fcc
0.161275,0.160094,0.471843,0.451903, fcc
0.056253,0.036833,0.428119,0.180785, liq
0.096942,0.028666,0.261039,0.177052, liq
0.014501,0.036129,0.399809,0.221791, liq
0.204691,0.137133,0.401894,0.510681, fcc
0.125476,0.155625,0.504331,0.536717, fcc
0.066883,0.024524,0.32897,0.219652, liq
0.130743,0.16651,0.505929,0.501146, fcc
0.176864,0.034017,0.403127,0.186597, liq
0.225654,0.161947,0.469922,0.542336, fcc
0.159894,0.032319,0.37443,0.19249, liq
0.195264,0.151473,0.485043,0.481861, fcc
0.138482,0.160715,0.552697,0.490842, fcc
0.185858,0.161328,0.499914,0.480255, fcc
0.082785,0.041058,0.280541,0.167991, liq
0.072012,0.046444,0.276947,0.181919, liq
0.173702,0.149015,0.568544,0.483739, fcc
0.222561,0.1501,0.527036,0.506776, fcc
0.09962,0.03969,0.445921,0.235689, liq
0.083485,0.037099,0.341204,0.250202, liq
0.131657,0.023529,0.317029,0.20775, liq
0.096056,0.033971,0.326527,0.192395, liq
0.090035,0.02195,0.357006,0.227948, liq
0.063813,0.041768,0.429495,0.14837, liq
0.129642,0.152029,0.413204,0.464577, fcc
0.211267,0.134404,0.535344,0.484734, fcc
0.126453,0.021107,0.312074,0.194073, liq
0.104187,0.022407,0.399857,0.203172, liq
0.182675,0.168975,0.533001,0.4521, fcc
0.1554,0.035844,0.435598,0.162237, liq
0.129994,0.033585,0.396395,0.098779, liq
0.224885,0.152623,0.482932,0.492904, fcc
0.0969,0.021594,0.208105,0.05936, liq
0.085036,0.010457,0.358291,0.210037, liq
0.16818,0.039954,0.33712,0.216806, liq
0.083757,0.021769,0.339085,0.18787, liq
0.189424,0.147592,0.470498,0.494413, fcc
0.204225,0.149086,0.491656,0.525666, fcc
0.125386,0.04877,0.343867,0.169747, liq
0.154382,0.159182,0.501085,0.498026, fcc
0.150532,0.159317,0.587366,0.498047, fcc
0.10195,0.024856,0.321968,0.171817, liq
0.209301,0.135685,0.500689,0.513265, fcc
0.230037,0.149731,0.57516,0.469847, fcc
0.185573,0.153007,0.499042,0.507538, fcc
0.167861,0.173715,0.562461,0.539618, fcc
0.098497,0.036236,0.336856,0.106078, liq
0.11125,0.033204,0.343893,0.132319, liq
0.168255,0.147845,0.47458,0.500769, fcc
0.164998,0.158497,0.512553,0.505345, fcc
0.104858,0.047182,0.301324,0.158343, liq
0.160995,0.156306,0.521137,0.506465, fcc
0.177855,0.169488,0.531694,0.473029, fcc
0.14993,0.032803,0.339778,0.101339, liq
0.165757,0.150727,0.393616,0.493742, fcc
0.10758,0.043261,0.358696,0.19037, liq
0.132614,0.029855,0.357883,0.125113, liq
0.132476,0.029251,0.341392,0.176074, liq
0.217568,0.155641,0.546302,0.493105, fcc
0.16616,0.040762,0.316137,0.147119, liq
0.110046,0.037061,0.410754,0.111199, liq
0.151849,0.15218,0.474653,0.50257, fcc
0.155975,0.032372,0.367821,0.205996, liq
0.141626,0.021775,0.404311,0.107398, liq
0.186118,0.155645,0.588266,0.49797, fcc
0.092073,0.027349,0.370076,0.223848, liq
0.123709,0.031341,0.308366,0.187239, liq
0.131492,0.037538,0.38393,0.167993, liq
0.114678,0.044114,0.285614,0.133915, liq
0.163375,0.031532,0.403616,0.137309, liq
0.209463,0.03587,0.297001,0.141676, liq
0.198543,0.125458,0.550949,0.483792, fcc
0.171802,0.025717,0.27929,0.162167, liq
0.184921,0.179096,0.508078,0.477851, fcc
0.088757,0.011391,0.377879,0.147089, liq
0.162949,0.021694,0.294767,0.168204, liq
0.137531,0.159613,0.406551,0.490627, fcc
0.125142,0.170313,0.526636,0.481107, fcc
0.080603,0.0492,0.485963,0.075012, liq
0.112916,0.03441,0.505477,0.12009, liq
0.107392,0.159814,0.444088,0.446625, fcc
0.174976,0.151651,0.548218,0.459557, fcc
0.182299,0.129858,0.421123,0.441031, fcc
0.174813,0.137843,0.533536,0.471282, fcc
0.051981,0.008625,0.294266,0.18192, liq
0.218869,0.166488,0.433059,0.476372, fcc
0.107449,0.034515,0.418843,0.134713, liq
0.166116,0.152248,0.539766,0.501082, fcc
0.133226,0.155044,0.43025,0.475538, fcc
0.188141,0.160628,0.531884,0.502108, fcc
0.094143,0.058732,0.39121,0.152666, liq
0.204573,0.149075,0.535353,0.513169, fcc
0.112064,0.038318,0.353808,0.144952, liq
0.13871,0.175583,0.489824,0.497633, fcc
0.112727,0.028704,0.471337,0.141627, liq
0.084208,0.034979,0.312752,0.215694, liq
0.182523,0.175675,0.454187,0.459516, fcc
0.093862,0.016286,0.497557,0.147967, liq
0.120502,0.022439,0.475756,0.100773, liq
0.148307,0.032135,0.369881,0.192726, liq
0.131258,0.155309,0.516999,0.497643, fcc
0.199228,0.159723,0.46603,0.509333, fcc
0.106341,0.016782,0.481815,0.211212, liq
0.112842,0.034359,0.426737,0.244126, liq
0.072737,0.028902,0.381555,0.163068, liq
0.146009,0.150446,0.435409,0.471882, fcc
0.206708,0.134553,0.428863,0.503007, fcc
0.113635,0.02997,0.367317,0.162331, liq
0.16725,0.189624,0.465391,0.504348, fcc
0.20138,0.140385,0.486638,0.474663, fcc
0.15357,0.031929,0.302979,0.159078, liq
0.101236,0.02154,0.312668,0.189305, liq
0.131317,0.044456,0.326359,0.149591, liq
0.201237,0.158385,0.491356,0.454539, fcc
0.169263,0.148845,0.521088,0.496184, fcc
0.236138,0.16816,0.568903,0.5219, fcc
0.192061,0.135584,0.516621,0.524098, fcc
0.077606,0.02286,0.358309,0.194981, liq
0.129835,0.044283,0.435583,0.16795, liq
0.141327,0.021719,0.339151,0.219595, liq
0.162674,0.133049,0.491882,0.49922, fcc
0.169984,0.152594,0.437335,0.514702, fcc
0.179497,0.165556,0.483504,0.487066, fcc
0.160684,0.16365,0.530037,0.489197, fcc
0.099456,0.158843,0.491256,0.492016, fcc
0.140838,0.036216,0.294388,0.145083, liq
0.117042,0.033824,0.435187,0.166154, liq
0.21904,0.16664,0.541498,0.465356, fcc
0.147901,0.161312,0.587094,0.471816, fcc
0.140895,0.025547,0.370352,0.24747, liq
0.21936,0.155263,0.464113,0.491519, fcc
0.114097,0.145091,0.448939,0.477816, fcc
0.12409,0.142477,0.536183,0.49726, fcc
0.131793,0.147407,0.574892,0.528717, fcc
0.150379,0.126368,0.529962,0.540899, fcc
0.101012,0.034616,0.460624,0.127216, liq
0.10679,0.035398,0.339851,0.134445, liq
0.197258,0.167638,0.508861,0.514549, fcc
0.145513,0.153762,0.487119,0.499537, fcc
0.122559,0.019234,0.402966,0.155057, liq
0.094092,0.039406,0.337101,0.178131, liq
0.117888,0.030175,0.349609,0.1611, liq
0.151234,0.181928,0.449777,0.463966, fcc
0.201646,0.167294,0.479814,0.469782, fcc
0.179954,0.167915,0.518872,0.503267, fcc
0.109139,0.025227,0.363237,0.148724, liq
0.075537,0.032514,0.256982,0.203972, liq
0.110341,0.046217,0.28303,0.194191, liq
0.163676,0.143485,0.471511,0.50381, fcc
0.123794,0.171179,0.615297,0.52497, fcc
0.112104,0.026803,0.404208,0.233445, liq
0.159587,0.024319,0.335503,0.151443, liq
0.124356,0.038397,0.333831,0.19809, liq
0.154916,0.148566,0.451386,0.540132, fcc
0.068827,0.02923,0.332638,0.142604, liq
0.091075,0.041095,0.314504,0.103455, liq
0.059877,0.01994,0.289184,0.22866, liq
0.147834,0.163886,0.480357,0.504089, fcc
0.183257,0.158587,0.507422,0.472535, fcc
0.136359,0.034002,0.310587,0.1589, liq
0.208116,0.150142,0.560682,0.464816, fcc
0.040962,0.035402,0.446324,0.102683, liq
0.169259,0.16893,0.498704,0.507864, fcc
0.101894,0.02373,0.351337,0.242493, liq
0.201014,0.139181,0.4866,0.506664, fcc
0.033436,0.036235,0.371366,0.145188, liq
0.111186,0.015034,0.317477,0.121554, liq
0.226378,0.168237,0.484955,0.490983, fcc
0.113621,0.030778,0.342817,0.102373, liq
0.121542,0.031256,0.325779,0.137094, liq
0.094755,0.024471,0.354798,0.180677, liq
0.098735,0.029985,0.300066,0.161986, liq
0.188592,0.169834,0.529028,0.49836, fcc
0.133994,0.03568,0.322175,0.174145, liq
0.127683,0.035078,0.344426,0.193934, liq
0.169951,0.15699,0.473077,0.514547, fcc
0.105958,0.026456,0.431922,0.156714, liq
0.116613,0.154258,0.464027,0.518956, fcc
0.13825,0.13668,0.52603,0.492445, fcc
0.162462,0.034691,0.272295,0.188758, liq
0.201529,0.141084,0.507026,0.486722, fcc
0.121454,0.038386,0.3815,0.189633, liq
0.20709,0.167278,0.539829,0.502552, fcc
0.119775,0.157556,0.516015,0.510357, fcc
0.148728,0.042685,0.223206,0.142931, liq
0.080723,0.039471,0.34599,0.144325, liq
0.172689,0.1377,0.453957,0.500162, fcc
0.10189,0.029971,0.303121,0.141643, liq
0.087461,0.039878,0.410649,0.133969, liq
0.200093,0.146444,0.460151,0.49594, fcc
0.108394,0.026662,0.397755,0.109228, liq
0.179282,0.153691,0.576207,0.478472, fcc
0.217242,0.182274,0.503555,0.466805, fcc
0.066912,0.027018,0.229695,0.117927, liq
0.138874,0.021325,0.275253,0.156942, liq
0.088564,0.026911,0.33781,0.162943, liq
0.151419,0.153127,0.425075,0.457777, fcc
0.173779,0.164664,0.523011,0.49601, fcc
0.176324,0.168275,0.557048,0.521812, fcc
0.134135,0.150603,0.423956,0.473558, fcc
0.059588,0.023045,0.483838,0.212167, liq
0.157482,0.159032,0.484975,0.505605, fcc
0.122133,0.025235,0.399115,0.120574, liq
0.182188,0.170575,0.514895,0.467109, fcc
0.10489,0.031026,0.432224,0.155098, liq
0.108092,0.04343,0.376404,0.207655, liq
0.131109,0.03693,0.359787,0.127207, liq
